Place_Id,Place_Name,Description,Category,City,Price,Rating,Description_Clean,Fitur_Gabungan,Tipe_Wisata,Time_Minutes
22,Masjid Istiqlal,"Masjid Istiqlal (arti harfiah: Masjid Merdeka) adalah masjid nasional negara Republik Indonesia yang terletak di bekas Taman Wilhelmina, di Timur Laut Lapangan Medan Merdeka yang di tengahnya berdiri Monumen Nasional (Monas), di pusat ibukota Jakarta. Masjid ini merupakan salah satu dari 10 masjid terbesar kapasitasnya di dunia yang dapat menampung lebih dari 200.000 jamaah. Di seberang Timur masjid ini berdiri Gereja Katedral Jakarta. Ketua Harian Badan Pengelola Masjid Istiqlal (BPMI) sekaligus Imam Besar Masjid Istiqlal adalah Prof. Dr. Nasaruddin Umar, M.A. Pembangunan masjid ini diprakarsai oleh Presiden Republik Indonesia saat itu, Ir. Soekarno. Peletakan batu pertama sebagai tanda dimulainya pembangunan Masjid Istiqlal dilakukan oleh Ir. Soekarno pada tanggal 24 Agustus 1961. Arsitek Masjid Istiqlal adalah Frederich Silaban, seorang Nasrani.Masjid ini memiliki gaya arsitektur modern dengan dinding dan lantai berlapis marmer, dihiasi ornamen geometrik dari baja antikarat. Bangunan utama masjid ini terdiri dari lima lantai dan satu lantai dasar. Bangunan utama itu dimahkotai satu kubah besar berdiameter 45 meter yang ditopang 12 tiang besar. Menara tunggal setinggi total 96,66 meter menjulang di sudut Selatan selasar masjid. Masjid ini mampu menampung lebih dari 200.000 jamaah.Selain digunakan sebagai aktivitas ibadah umat Islam, masjid ini juga digunakan sebagai kantor berbagai organisasi Islam di Indonesia, aktivitas sosial, dan kegiatan umum. Masjid ini juga menjadi salah satu daya tarik wisata yang terkenal di Jakarta. Kebanyakan wisatawan yang berkunjung umumnya wisatawan domestik di samping sebagian wisatawan asing yang beragama Islam. Masyarakat non-Muslim juga dapat berkunjung ke masjid ini setelah sebelumnya mendapat pembekalan informasi mengenai Islam dan Masjid Istiqlal, meskipun bagian yang boleh dikunjungi kaum non-Muslim terbatas dan harus didampingi pemandu.\nPada tiap hari besar Islam seperti Ramadhan, Idul Fitri, Idul Adha, Tahun Baru Hijriyah, Maulid Nabi Muhammad serta Isra dan Mi'raj, Presiden Republik Indonesia selalu mengadakan kegiatan keagamaan di masjid ini yang disiarkan secara langsung melalui televisi nasional (TVRI) dan sebagian televisi swasta.",Tempat Ibadah,Jakarta,0,47.0,masjid istiqlal harfiah masjid merdeka masjid nasional negara republik indonesia letak bekas taman wilhelmina timur laut lapang medan merdeka tengah diri monumen nasional monas pusat ibukota jakarta masjid salah masjid besar kapasitas dunia tampung jamaah seberang timur masjid diri gereja katedral jakarta ketua hari badan kelola masjid istiqlal bpmi imam masjid istiqlal prof dr nasaruddin umar bangun masjid prakarsa presiden republik indonesia ir soekarno leta batu tanda bangun masjid istiqlal ir soekarno tanggal agustus arsitek masjid istiqlal frederich silaban nasrani masjid milik gaya arsitektur modern dinding lantai lap marmer hias ornamen geometrik baja antikarat bangun utama masjid lantai lantai dasar bangun utama mahkota kubah diameter meter topang tiang menara tunggal total meter julang sudut selatan selasar masjid masjid tampung jamaah aktivitas ibadah umat islam masjid kantor organisasi islam indonesia aktivitas sosial giat umum masjid salah daya tarik wisata kenal jakarta banyak wisatawan kunjung wisatawan domestik samping wisatawan asing agama islam masyarakat non muslim kunjung masjid bekal informasi islam masjid istiqlal kunjung kaum non muslim batas damping pandu npada islam ramadhan idul fitri idul adha tahun hijriyah maulid nabi muhammad isra mi raj presiden republik indonesia ada giat agama masjid siar televisi nasional tvri televisi swasta,masjid istiqlal harfiah masjid merdeka masjid nasional negara republik indonesia letak bekas taman wilhelmina timur laut lapang medan merdeka tengah diri monumen nasional monas pusat ibukota jakarta masjid salah masjid besar kapasitas dunia tampung jamaah seberang timur masjid diri gereja katedral jakarta ketua hari badan kelola masjid istiqlal bpmi imam masjid istiqlal prof dr nasaruddin umar bangun masjid prakarsa presiden republik indonesia ir soekarno leta batu tanda bangun masjid istiqlal ir soekarno tanggal agustus arsitek masjid istiqlal frederich silaban nasrani masjid milik gaya arsitektur modern dinding lantai lap marmer hias ornamen geometrik baja antikarat bangun utama masjid lantai lantai dasar bangun utama mahkota kubah diameter meter topang tiang menara tunggal total meter julang sudut selatan selasar masjid masjid tampung jamaah aktivitas ibadah umat islam masjid kantor organisasi islam indonesia aktivitas sosial giat umum masjid salah daya tarik wisata kenal jakarta banyak wisatawan kunjung wisatawan domestik samping wisatawan asing agama islam masyarakat non muslim kunjung masjid bekal informasi islam masjid istiqlal kunjung kaum non muslim batas damping pandu npada islam ramadhan idul fitri idul adha tahun hijriyah maulid nabi muhammad isra mi raj presiden republik indonesia ada giat agama masjid siar televisi nasional tvri televisi swasta tempat ibadah jakarta,Tempat Ibadah,60
23,Gereja Katedral,"Gereja Katedral Jakarta, atau bernama resmi Gereja Santa Maria Diangkat Ke Surga (bahasa Jerman: De Kerk van Onze Lieve Vrouwe ten Hemelopneming; bahasa Inggris: The Church of Our Lady of the Assumption) adalah sebuah gereja di Jakarta. Gedung gereja ini diresmikan pada 1901 dan dibangun dengan arsitektur neo-gotik dari Eropa, yakni arsitektur yang sangat lazim digunakan untuk membangun gedung gereja beberapa abad yang lalu.",Tempat Ibadah,Jakarta,0,48.0,gereja katedral jakarta nama resmi gereja santa maria angkat surga bahasa jerman de kerk van onze lieve vrouwe ten hemelopneming bahasa inggris the church of our lady of the assumption gereja jakarta gedung gereja resmi bangun arsitektur neo gotik eropa arsitektur lazim bangun gedung gereja abad,gereja katedral jakarta nama resmi gereja santa maria angkat surga bahasa jerman de kerk van onze lieve vrouwe ten hemelopneming bahasa inggris the church of our lady of the assumption gereja jakarta gedung gereja resmi bangun arsitektur neo gotik eropa arsitektur lazim bangun gedung gereja abad tempat ibadah jakarta,Tempat Ibadah,60
24,Museum Nasional,"Museum Nasional Republik Indonesia atau Museum Gajah, adalah sebuah museum arkeologi, sejarah, etnografi, dan geografi yang terletak di Jakarta Pusat dan persisnya di Jalan Merdeka Barat 12. Museum ini merupakan museum pertama dan terbesar di Asia Tenggara.",Budaya,Jakarta,5000,46.0,museum nasional republik indonesia museum gajah museum arkeologi sejarah etnografi geografi letak jakarta pusat persis jalan merdeka barat museum museum besar asia tenggara,museum nasional republik indonesia museum gajah museum arkeologi sejarah etnografi geografi letak jakarta pusat persis jalan merdeka barat museum museum besar asia tenggara budaya jakarta,Museum,60
25,Pasar Tanah Abang,"Pasar Tanah Abang atau Pasar Sabtu dibangun oleh Yustinus Vinck pada 30 Agustus 1735. Yustinus Vinck mendirikan Pasar Tanah Abang Pasar atas izin dari Gubernur Jenderal Abraham Patramini. Izin yang diberikan saat itu untuk Pasar Tanah Abang adalah untuk berjualan tekstil serta barang kelontong dan hanya buka setiap hari Sabtu. Oleh karena itu, pasar ini disebut Pasar Sabtu. Pasar ini mampu menyaingi Pasar Senen (Welter Vreden) yang sudah lebih dulu maju.\nPada tahun 1740 terjadi Peristiwa Geger Pecinan, yaitu pembantaian orang-orang Tionghoa, perusakan harta benda, termasuk Pasar Tanah Abang diporakporandakan dan dibakar. Pada tahun 1881, Pasar Tanah Abang kembali dibangun dan yang tadinya dibuka pada hari Sabtu, ditambah hari Rabu, sehingga Pasar Tanah Abang dibuka 2 kali seminggu. Bangunan Pasar pada mulanya sangat sederhana,terdiri dari dinding bambu dan papan serta atap rumbia dari 229 papan dan 139 petak bambu. Pasar Tanah Abang terus mengalami perbaikan hingga akhir abad ke-19 dan bagian lantainya mulai dikeraskan dengan pondasi adukan. Pada tahun 1913, Pasar Tanah Abang kembali diperbaiki. Pada tahun 1926 pemerintah Batavia membongkar Pasar Tanah Abang dan diganti bangunan permanen berupa tiga los panjang dari tembok dan papan serta beratap genteng, dengan kantor pasarnya berada di atas bangunan pasar mirip kandang burung. Pelataran parkir di depan pasar menjadi tempat parkir kuda-kuda penarik delman dan gerobak. Di situ tersedia kobakan air yang cukup besar, dan di seberang jalan ada toko yang khusus menjual dedak makanan kuda. Beberapa puluh meter dari toko dedak ada sebuah gang yang dikenal sebagai Gang Madat, tempat lokalisasi para pemadat.\nPada zaman pendudukan Jepang, pasar ini hampir tidak berfungsi, dan menjadi tempat para gelandangan.\nPasar Tanah Abang semakin berkembang setelah dibangunnya Stasiun Tanah Abang. Di tempat tersebut mulai dibangun tempat-tempat seperti Masjid Al Makmur dan Klenteng Hok Tek Tjen Sien yang keduanya seusia dengan Pasar Tanah Abang. Pada tahun 1973, Pasar Tanah Abang diremajakan, diganti dengan 4 bangunan berlantai empat, dan sudah mengalami dua kali kebakaran, pertama tanggal 30 Desember 1978, Blok A di lantai tiga dan kedua menimpa Blok B tanggal 13 Agustus 1979. Pada tahun 1975 tercatat kiosnya ada 4.351 buah dengan 3.016 pedagang.",Pusat Perbelanjaan,Jakarta,0,4.0,pasar tanah abang pasar sabtu bangun yustinus vinck agustus yustinus vinck diri pasar tanah abang pasar izin gubernur jenderal abraham patramini izin pasar tanah abang jual tekstil barang kelontong buka sabtu pasar pasar sabtu pasar saing pasar senen welter vreden maju npada tahun peristiwa geger pecinan bantai tionghoa rusa harta benda pasar tanah abang diporakporandakan bakar tahun pasar tanah abang bangun buka sabtu tambah rabu pasar tanah abang buka minggu bangun pasar sederhana dinding bambu papan atap rumbia papan petak bambu pasar tanah abang alami baik abad lantai keras pondasi adu tahun pasar tanah abang baik tahun perintah batavia bongkar pasar tanah abang ganti bangun permanen los tembok papan atap genteng kantor pasar bangun pasar kandang burung latar parkir pasar parkir kuda kuda tarik delman gerobak situ sedia kobak air seberang jalan toko jual dedak makan kuda puluh meter toko dedak gang kenal gang madat lokalisasi madat npada zaman duduk jepang pasar fungsi gelandang npasar tanah abang kembang bangun stasiun tanah abang bangun masjid al makmur klenteng hok tek tjen sien usia pasar tanah abang tahun pasar tanah abang remaja ganti bangun lantai alami bakar tanggal desember blok lantai timpa blok tanggal agustus tahun catat kios buah dagang,pasar tanah abang pasar sabtu bangun yustinus vinck agustus yustinus vinck diri pasar tanah abang pasar izin gubernur jenderal abraham patramini izin pasar tanah abang jual tekstil barang kelontong buka sabtu pasar pasar sabtu pasar saing pasar senen welter vreden maju npada tahun peristiwa geger pecinan bantai tionghoa rusa harta benda pasar tanah abang diporakporandakan bakar tahun pasar tanah abang bangun buka sabtu tambah rabu pasar tanah abang buka minggu bangun pasar sederhana dinding bambu papan atap rumbia papan petak bambu pasar tanah abang alami baik abad lantai keras pondasi adu tahun pasar tanah abang baik tahun perintah batavia bongkar pasar tanah abang ganti bangun permanen los tembok papan atap genteng kantor pasar bangun pasar kandang burung latar parkir pasar parkir kuda kuda tarik delman gerobak situ sedia kobak air seberang jalan toko jual dedak makan kuda puluh meter toko dedak gang kenal gang madat lokalisasi madat npada zaman duduk jepang pasar fungsi gelandang npasar tanah abang kembang bangun stasiun tanah abang bangun masjid al makmur klenteng hok tek tjen sien usia pasar tanah abang tahun pasar tanah abang remaja ganti bangun lantai alami bakar tanggal desember blok lantai timpa blok tanggal agustus tahun catat kios buah dagang pusat perbelanjaan jakarta,Pusat Perbelanjaan,60
26,Pecinan Glodok,"Kawasan Glodok yang dikenal sebagai pusat perdagangan elektronik sendiri dulunya merupakan bekas Penjara Glodok yang angker. Lokasi ini berada di seberang Glodok-Pancoran di kawasan Harco. Sebelum terjadi kerusuhan Mei 1998, kawasan ini sempat menjadi pusat belanja elektronik bagi wisatawan Jepang, Taiwan, dan Hongkong. Di Pinangsia, masyarakat bisa menemukan produk perlengkapan rumah tangga dan bangunan. Selain wisata belanja, pecinan Glodok-Pancoran juga merupakan situs sejarah awal mula Kota Jakarta. Setelah etnis Tionghoa bermukim dan membangun bisnis, serta perkebunan tebu, Batavia mulai berkembang pesat.",Pusat Perbelanjaan,Jakarta,0,43.0,kawasan glodok kenal pusat dagang elektronik dulunya bekas penjara glodok angker lokasi seberang glodok pancoran kawasan harco rusuh mei kawasan pusat belanja elektronik wisatawan jepang taiwan hongkong pinangsia masyarakat temu produk lengkap rumah tangga bangun wisata belanja pecinan glodok pancoran situs sejarah kota jakarta etnis tionghoa mukim bangun bisnis kebun tebu batavia kembang pesat,kawasan glodok kenal pusat dagang elektronik dulunya bekas penjara glodok angker lokasi seberang glodok pancoran kawasan harco rusuh mei kawasan pusat belanja elektronik wisatawan jepang taiwan hongkong pinangsia masyarakat temu produk lengkap rumah tangga bangun wisata belanja pecinan glodok pancoran situs sejarah kota jakarta etnis tionghoa mukim bangun bisnis kebun tebu batavia kembang pesat pusat perbelanjaan jakarta,Pusat Perbelanjaan,60
27,Sea World,"Seaworld Indonesia adalah sebuah miniatur pesona laut yang terdapat dalam kompleks wisata pertama di Taman Impian Jaya Ancol.\nPada tanggal 2 Oktober 1992, Gubernur DKI masa itu, Wiyogo Atmodarminto meletakkan batu pertama pembangunan Seaworld Indonesia. Tidak sampai dua tahun, pada tanggal 3 Juni 1994 SeaWorld Indonesia sudah mulai beroperasi. Area Seaworld seluas 3 hektare dengan luas bangunan utama 4.500 m2 berisi berbagai macam akuarium, lorong Antasena (lorong bawah air), perpustakaan, museum, terapi ikan dokter, glow theatre, komputer edukatif layar sentuh berisi informasi berbagai spesies di Seaworld dan bermacam fasilitas pelengkap untuk pengunjung seperti tempat makan, toko suvenir, dan ruang serba guna.",Taman Hiburan,Jakarta,115000,45.0,seaworld indonesia miniatur pesona laut kompleks wisata taman impi jaya ancol npada tanggal oktober gubernur dki wiyogo atmodarminto letak batu bangun seaworld indonesia tahun tanggal juni seaworld indonesia operasi area seaworld luas hektare luas bangun utama isi akuarium lorong antasena lorong air pustaka museum terapi ikan dokter glow theatre komputer edukatif layar sentuh isi informasi spesies seaworld fasilitas lengkap unjung makan toko suvenir ruang serba,seaworld indonesia miniatur pesona laut kompleks wisata taman impi jaya ancol npada tanggal oktober gubernur dki wiyogo atmodarminto letak batu bangun seaworld indonesia tahun tanggal juni seaworld indonesia operasi area seaworld luas hektare luas bangun utama isi akuarium lorong antasena lorong air pustaka museum terapi ikan dokter glow theatre komputer edukatif layar sentuh isi informasi spesies seaworld fasilitas lengkap unjung makan toko suvenir ruang serba taman hiburan jakarta,Taman Hiburan,60
28,Wisata Agro Edukatif Istana Susu Cibugary,Kawasan Wisata Agro Edukatif Istana Susu “Cibugary” (Cibubur Garden Dairy ) merupakan suatu kawasan agro peternakan sapi perah bernuansa kebun dan taman. Wisata edukasi Cibubur Garden Dairy (CIBUGARY) merupakan salah wisata edukasi yang diminati siswa sekolah. Edukasi pengenalan peternakan sapi memberikan pengalaman yang tidak dapat dilupakan oleh siswa sekolah. Kegiatan edukasi yang tidak terlalu banyak dan menyenangkan ini sangat disukai siswa sekolah. Dengan berwisata edukasi ini dapat menambah ilmu dan pengalaman secara langsung bagi siswa sekolah. Paket wisata edukatif Istana Susu Cibugary dihargai antara Rp 35.000 sampai Rp 65.000 per orang. Harga tersebut sudah termasuk beberapa botol susu pasteurisasi dan goodybag cibugary.,Taman Hiburan,Jakarta,35000,45.0,kawasan wisata agro edukatif istana susu cibugary cibubur garden dairy kawasan agro terna sapi perah nuansa kebun taman wisata edukasi cibubur garden dairy cibugary salah wisata edukasi mati siswa sekolah edukasi kenal terna sapi alam lupa siswa sekolah giat edukasi senang suka siswa sekolah wisata edukasi tambah ilmu alam siswa sekolah paket wisata edukatif istana susu cibugary harga rp rp harga botol susu pasteurisasi goodybag cibugary,kawasan wisata agro edukatif istana susu cibugary cibubur garden dairy kawasan agro terna sapi perah nuansa kebun taman wisata edukasi cibubur garden dairy cibugary salah wisata edukasi mati siswa sekolah edukasi kenal terna sapi alam lupa siswa sekolah giat edukasi senang suka siswa sekolah wisata edukasi tambah ilmu alam siswa sekolah paket wisata edukatif istana susu cibugary harga rp rp harga botol susu pasteurisasi goodybag cibugary taman hiburan jakarta,Candi/Keraton,60
29,Wisata Kuliner Pecenongan,"Pecenongan merupakan salah satu surga kuliner di Jakarta Pusat yang dikenal sejak zaman Jakarta masih bernama kota Batavia. Dulunya di kawasan ini terdapat pedagang kaki lima yang menjajakan kuliner di pinggir jalan, tetapi tahun demi tahun kawasan Pecenongan semakin ramai dengan adanya rumah makan-rumah makan yang mulai dibangun. Kawasan pecenongan ini cocok bagi kalian yang ingin berwisata kuliner dimalam hari, beragam jenis kuliner yang pastinya membuat kamu kebingungan ingin mencoba yang mana terlebih dahulu. Tak heran jika orang yang sudah pernah mencoba pergi kulineran ke sini pasti akan kembali lagi._x000D_",Pusat Perbelanjaan,Jakarta,0,5.0,pecenongan salah surga kuliner jakarta pusat kenal zaman jakarta nama kota batavia dulunya kawasan dagang kaki jaja kuliner pinggir jalan tahun tahun kawasan pecenongan ramai rumah makan rumah makan bangun kawasan pecenongan cocok wisata kuliner malam agam jenis kuliner pasti bingung coba heran coba pergi kuliner,pecenongan salah surga kuliner jakarta pusat kenal zaman jakarta nama kota batavia dulunya kawasan dagang kaki jaja kuliner pinggir jalan tahun tahun kawasan pecenongan ramai rumah makan rumah makan bangun kawasan pecenongan cocok wisata kuliner malam agam jenis kuliner pasti bingung coba heran coba pergi kuliner pusat perbelanjaan jakarta,Pusat Perbelanjaan,60
30,Taman Menteng,"Taman Menteng adalah sebuah taman yang berlokasi di kawasan Menteng, Jakarta Pusat. Taman ini dulunya ditempati oleh Stadion Menteng.\nTaman ini berdiri di atas lahan seluas 2,9 hektar, dan memiliki koleksi 30 spesies tanaman yang berbeda. Taman Menteng juga memiliki beragam fasilitas pendukung seperti taman bermain untuk anak-anak serta lapangan futsal dan basket. Uniknya, di taman ini terdapat pula 44 sumur resapan untuk membantu penyerapan air hujan ke dalam tanah._x000D_",Taman Hiburan,Jakarta,0,45.0,taman menteng taman lokasi kawasan menteng jakarta pusat taman dulunya tempat stadion menteng ntaman diri lahan luas hektar milik koleksi spesies tanam beda taman menteng milik agam fasilitas dukung taman main anak anak lapang futsal basket unik taman sumur resap bantu serap air hujan tanah,taman menteng taman lokasi kawasan menteng jakarta pusat taman dulunya tempat stadion menteng ntaman diri lahan luas hektar milik koleksi spesies tanam beda taman menteng milik agam fasilitas dukung taman main anak anak lapang futsal basket unik taman sumur resap bantu serap air hujan tanah taman hiburan jakarta,Kebun/Taman,60
31,Wisata Alam Mangrove Angke,"Jangan anggap di Jakarta tidak ada wisata alam. Langsung meluncur ke Jakarta Utara, tepatnya di Kamal Muara Penjaringan atau Pantai Indah Kapuk. Di daerah ini terdapat area wisata alam yaitu Taman Wisata Mangrove Jakarta yang sekarang dan beberapa tahun belakangan tengah hits. Di kawasan ini terdapat tiga area, satu berupa Suaka Margasatwa Muara Angke yang tertutup untuk umum, Hutan Mangrove milik Pemprov DKI tetapi kurang begitu menarik untuk wisata. Selanjutnya Taman Wisata Alam Mangrove Angke yang memang merupakan area wisata berbasis konservasi mangrove._x000D_",Cagar Alam,Jakarta,25000,43.0,anggap jakarta wisata alam luncur jakarta utara tepat kamal muara jaring pantai indah kapuk daerah area wisata alam taman wisata mangrove jakarta tahun tengah hits kawasan area suaka margasatwa muara angke tutup umum hutan mangrove milik pemprov dki tarik wisata taman wisata alam mangrove angke area wisata bas konservasi mangrove,anggap jakarta wisata alam luncur jakarta utara tepat kamal muara jaring pantai indah kapuk daerah area wisata alam taman wisata mangrove jakarta tahun tengah hits kawasan area suaka margasatwa muara angke tutup umum hutan mangrove milik pemprov dki tarik wisata taman wisata alam mangrove angke area wisata bas konservasi mangrove cagar alam jakarta,Cagar Alam,60
